877;MorningstarP;Profile -- Industry;=smfGetTagContent("http://quotes.morningstar.com/stock/c-company-profile?t=~~~~~","span",1,"</div","Industry")
878;MorningstarP;Profile -- Sector;=smfGetTagContent("http://quotes.morningstar.com/stock/c-company-profile?t=~~~~~","span",1,"</div","Sector")
879;MorningstarP;Profile -- Stock Type;=smfGetTagContent("http://quotes.morningstar.com/stock/c-company-profile?t=~~~~~","span",1,"Stock Type")
880;MorningstarP;Profile -- Stock Style;=TRIM(smfstrExtr(smfGetTagContent("http://quotes.morningstar.com/stock/c-company-profile?t=~~~~~","span",1,"Stock Style"),"</div>","~"))

881;MorningstarT;Take -- Growth;=smfstrExtr(smfGetTagContent("http://quotes.morningstar.com/stock/c-morningstar-take?t=~~~~~","div",0,"idMstarGradeContent","Growth"),"_grade","""")
882;MorningstarT;Take -- Profitability;=smfstrExtr(smfGetTagContent("http://quotes.morningstar.com/stock/c-morningstar-take?t=~~~~~","div",0,"idMstarGradeContent","Profitability"),"_grade","""")
883;MorningStar;Stock Grades -- Financial Health;http://quicktake.morningstar.com/stocknet/printreport.aspx?symbol=~~~~~;2;STOCK GRADES;FINANCIAL HEALTH; ; ;0;0;0;0
14440;MorningstarFC;Forward Comparisons -- PEG Ratio -- Company;=RCHGetTableCell("http://financials.morningstar.com/valuation/forward-comparisons-list.action?t=~~~~~",2,"5Y Growth","stocktdone")
14441;MorningstarFC;Forward Comparisons -- PEG Ratio -- Industry;="N/A"
14442;MorningstarFC;Forward Comparisons -- PEG Ratio -- S&P 500;="N/A"
14443;MorningstarAE;Annual Estimates -- Currency;=RCHGetTableCell("http://financials.morningstar.com/valuation/annual-estimate-list.action?t=~~~~~",-2,"Growth %")

14451;MorningstarAO;Analyst Opinion -- As Of Date;=DATEVALUE(RIGHT(RCHGetTableCell("http://financials.morningstar.com/valuation/analyst-opinion-list.action?t=~~~~~",0,"Data as of"),10))
14452;MorningstarAO;Analyst Opinion -- Five-Year Growth Forecast;=RCHGetTableCell("http://financials.morningstar.com/valuation/analyst-opinion-list.action?t=~~~~~",1,"Five-Year Growth Forecast","<tr")
14453;MorningstarAO;Analyst Opinion -- Five-Year Growth Forecast (Industry);="N/A"
14454;MorningstarAO;Analyst Opinion -- Average Rating -- Current;=RCHGetTableCell("http://financials.morningstar.com/valuation/analyst-opinion-list.action?t=~~~~~",1,"Average Rating","<tr")
14455;MorningstarAO;Analyst Opinion -- Average Rating -- Last Month;="N/A"
14456;MorningstarAO;Analyst Opinion -- Average Rating -- Industry Average;="N/A"
14457;MorningstarAO;Analyst Opinion -- Average Rating -- S&P 500 Average;="N/A"
14458;MorningstarAO;Analyst Opinion -- Number of Analysts -- Buy ;=RCHGetTableCell("http://financials.morningstar.com/valuation/analyst-opinion-list.action?t=~~~~~",1,"Number of Analysts","Buy")
14459;MorningstarAO;Analyst Opinion -- Number of Analysts -- Outperform ;=RCHGetTableCell("http://financials.morningstar.com/valuation/analyst-opinion-list.action?t=~~~~~",1,"Number of Analysts","Outperform")
14460;MorningstarAO;Analyst Opinion -- Number of Analysts -- Hold ;=RCHGetTableCell("http://financials.morningstar.com/valuation/analyst-opinion-list.action?t=~~~~~",1,"Number of Analysts","Hold")
14461;MorningstarAO;Analyst Opinion -- Number of Analysts -- Underperform ;=RCHGetTableCell("http://financials.morningstar.com/valuation/analyst-opinion-list.action?t=~~~~~",1,"Number of Analysts","Underperform")
14462;MorningstarAO;Analyst Opinion -- Number of Analysts -- Sell ;=RCHGetTableCell("http://financials.morningstar.com/valuation/analyst-opinion-list.action?t=~~~~~",1,"Number of Analysts","Sell")

14471;MorningstarP;Profile -- As Of Date;=DATEVALUE(smfStrExtr(RCHGetTableCell("http://financials.morningstar.com/valuation/current-valuation-list.action?t=~~~~~",0,"Data as of"),"as of ",","))
14472;MorningstarP;Profile -- Price/Earnings  - Stock;=RCHGetTableCell("http://financials.morningstar.com/valuation/current-valuation-list.action?t=~~~~~",1,">Price/Earnings")
14473;MorningstarP;Profile -- Price/Earnings  - Industry Average;=RCHGetTableCell("http://financials.morningstar.com/valuation/current-valuation-list.action?t=~~~~~",2,">Price/Earnings")
14474;MorningstarP;Profile -- Price/Earnings  - S&P 500;=RCHGetTableCell("http://financials.morningstar.com/valuation/current-valuation-list.action?t=~~~~~",3,">Price/Earnings")
14475;MorningstarP;Profile -- Price/Earnings  - Stock 5-Year Average;=RCHGetTableCell("http://financials.morningstar.com/valuation/current-valuation-list.action?t=~~~~~",4,">Price/Earnings")
14476;MorningstarP;Profile -- Price/Book  - Stock;=RCHGetTableCell("http://financials.morningstar.com/valuation/current-valuation-list.action?t=~~~~~",1,">Price/Book")
14477;MorningstarP;Profile -- Price/Book  - Industry Average;=RCHGetTableCell("http://financials.morningstar.com/valuation/current-valuation-list.action?t=~~~~~",2,">Price/Book")
14478;MorningstarP;Profile -- Price/Book  - S&P 500;=RCHGetTableCell("http://financials.morningstar.com/valuation/current-valuation-list.action?t=~~~~~",3,">Price/Book")
14479;MorningstarP;Profile -- Price/Book  - Stock 5-Year Average;=RCHGetTableCell("http://financials.morningstar.com/valuation/current-valuation-list.action?t=~~~~~",4,">Price/Book")
14480;MorningstarP;Profile -- Price/Sales  - Stock;=RCHGetTableCell("http://financials.morningstar.com/valuation/current-valuation-list.action?t=~~~~~",1,">Price/Sales")
14481;MorningstarP;Profile -- Price/Sales  - Industry Average;=RCHGetTableCell("http://financials.morningstar.com/valuation/current-valuation-list.action?t=~~~~~",2,">Price/Sales")
14482;MorningstarP;Profile -- Price/Sales  - S&P 500;=RCHGetTableCell("http://financials.morningstar.com/valuation/current-valuation-list.action?t=~~~~~",3,">Price/Sales")
14483;MorningstarP;Profile -- Price/Sales  - Stock 5-Year Average;=RCHGetTableCell("http://financials.morningstar.com/valuation/current-valuation-list.action?t=~~~~~",4,">Price/Sales")
14484;MorningstarP;Profile -- Price/Cash Flow  - Stock;=RCHGetTableCell("http://financials.morningstar.com/valuation/current-valuation-list.action?t=~~~~~",1,">Price/Cash Flow")
14485;MorningstarP;Profile -- Price/Cash Flow  - Industry Average;=RCHGetTableCell("http://financials.morningstar.com/valuation/current-valuation-list.action?t=~~~~~",2,">Price/Cash Flow")
14486;MorningstarP;Profile -- Price/Cash Flow  - S&P 500;=RCHGetTableCell("http://financials.morningstar.com/valuation/current-valuation-list.action?t=~~~~~",3,">Price/Cash Flow")
14487;MorningstarP;Profile -- Price/Cash Flow  - Stock 5-Year Average;=RCHGetTableCell("http://financials.morningstar.com/valuation/current-valuation-list.action?t=~~~~~",4,">Price/Cash Flow")
14488;MorningstarP;Profile -- Dividend Yield %  - Stock;=RCHGetTableCell("http://financials.morningstar.com/valuation/current-valuation-list.action?t=~~~~~",1,">Dividend Yield %")
14489;MorningstarP;Profile -- Dividend Yield %  - Industry Average;=RCHGetTableCell("http://financials.morningstar.com/valuation/current-valuation-list.action?t=~~~~~",2,">Dividend Yield %")
14490;MorningstarP;Profile -- Dividend Yield %  - S&P 500;=RCHGetTableCell("http://financials.morningstar.com/valuation/current-valuation-list.action?t=~~~~~",3,">Dividend Yield %")
14491;MorningstarP;Profile -- Dividend Yield %  - Stock 5-Year Average;=RCHGetTableCell("http://financials.morningstar.com/valuation/current-valuation-list.action?t=~~~~~",4,">Dividend Yield %")
14492;MorningstarP;Profile -- Price/Fair Value;=RCHGetTableCell("http://financials.morningstar.com/valuation/current-valuation-list.action?t=~~~~~",1,">Price/Fair Value")
